,id,Package Title,list_path,path_only_id,nature,outdoor,fatigue,sea,walking,exciting,day,culture,cluster,len
16,17,[효도관광추천] 노팁노옵션 제주관광호텔 2박3일<잠수함+스카이워터쇼> 수목원테마파크+그림자공연+승마+족욕+전일정식사,"['용두암', '제주유리의성', '제주잠수함', '제주승마공원', '성읍민속마을', '섭지코지']","[37, 78, 1029, 202, 58, 9]",1.5,2.0,1.5,1.6666666666666667,1.5,1.5,2.833333333333333,0.8333333333333334,11,6
17,18,[알뜰제주] 제주 관광호텔 2박3일 카멜리아힐+한담산책로+화순곶자왈+웰빙족욕,"['애월한담해안산책로', '카멜리아힐', '수목원테마공원', '제주승마공원', '성읍민속마을']","[19, 10, 602, 202, 58]",1.8,2.8,1.4,1.2,2.4,1.2,2.2,0.2,3,5
18,19,[제주힐링여행] 한라산트래킹 관광호텔 2박3일 한라산등반+섭지코지+한울랜드,"['용두암', '제주승마공원', '성읍민속마을', '섭지코지']","[37, 202, 58, 9]",2.25,3.0,2.0,1.5,2.0,0.75,3.0,0.5,8,4
19,20,"[노팁노옵션 PERFECT 마라도투어] 제주관광호텔 3일 최남단마라도,아쿠아플라넷, 족욕, 노팁, 노옵션","['신창~차귀해안도로', '수월봉', '카멜리아힐', '마라도', '수목원테마공원', '제주승마공원', '성읍민속마을', '아쿠아플라넷제주', '섭지코지']","[138, 90, 10, 53, 602, 202, 58, 29, 9]",2.0,2.555555555555556,2.0,1.4444444444444444,2.4444444444444446,0.8888888888888888,2.4444444444444446,0.2222222222222222,8,9
20,21,[환상의섬우도] 설레임 가득 제주 관광호텔 3일-마유비누증정 우도8경+비밀의그림자공연,"['용두암', '송악산', '제주유리의성', '제주승마공원', '성읍민속마을', '우도']","[37, 65, 78, 202, 58, 2]",2.0,2.5,2.0,1.1666666666666667,1.8333333333333333,1.0,2.833333333333333,1.0,0,6
21,22,"[환상의섬우도] 설레임 가득 제주 관광호텔 3일 우도8경, 비밀의그림자공연, 승마체험","['용두암', '제주유리의성', '카멜리아힐', '제주승마공원', '성읍민속마을', '우도']","[37, 78, 10, 202, 58, 2]",1.8333333333333333,2.333333333333333,1.6666666666666667,1.3333333333333333,2.0,1.1666666666666667,2.6666666666666665,0.8333333333333334,0,6
22,23,"[노팁노옵션 PERFECT 마라도투어] 제주관광호텔 3일-감귤타르트 1BOX 증정 최남단마라도,아쿠아플라넷, 족욕, 노팁, 노옵션","['신창~차귀해안도로', '카멜리아힐', '마라도', '수목원테마공원', '제주승마공원', '성읍민속마을', '아쿠아플라넷제주', '섭지코지']","[138, 10, 53, 602, 202, 58, 29, 9]",1.875,2.5,1.875,1.375,2.625,1.0,2.375,0.125,3,8
23,24,"[노팁노옵션 PERFECT 마라도투어] 제주더원호텔 3일 최남단마라도,아쿠아플라넷, 족욕, 노팁, 노옵션","['수월봉', '카멜리아힐', '마라도', '수목원테마공원', '제주승마공원', '성읍민속마을', '아쿠아플라넷제주', '섭지코지']","[90, 10, 53, 602, 202, 58, 29, 9]",2.0,2.5,1.875,1.375,2.375,1.0,2.375,0.25,3,8
24,25,[고품격효도관광추천] 푸른바다속잠수함탐험 노팁노옵션 더원호텔 3일 해저잠수함+웰빙족욕+승마체험+전일정식사,"['제주유리의성', '제주잠수함', '송악산', '제주승마공원', '성읍민속마을', '섭지코지']","[78, 1029, 65, 202, 58, 9]",1.5,2.0,1.8333333333333333,1.1666666666666667,1.5,1.5,2.833333333333333,0.8333333333333334,11,6
25,26,[효도관광추천-3인1실기준] 노팁노옵션 리젠트마린호텔 3일<잠수함+스카이워터쇼> 수목원테마파크+그림자공연+승마+족욕+전일정식사,"['용두암', '제주유리의성', '서귀포잠수함', '카멜리아힐', '제주승마공원', '성읍민속마을', '섭지코지']","[37, 78, 88, 10, 202, 58, 9]",2.0,2.2857142857142856,1.5714285714285714,1.5714285714285714,1.7142857142857142,1.4285714285714286,2.7142857142857144,0.7142857142857143,6,7
26,27,[아시아나항공 조기예약]특가대표 제주3일_관광호텔 관광호텔 무료 업그레이드!!!,"['애월한담해안산책로', '카멜리아힐', '수목원테마공원', '성읍민속마을', '아쿠아플라넷제주']","[19, 10, 602, 58, 29]",1.4,2.2,1.2,1.4,2.8,0.8,2.0,0.2,3,5
27,28,[아시아나 조기예약 특가]궁셔리제주 3일_관광호텔 관광호텔 무료 업그레이드!!!,"['애월한담해안산책로', '수목원테마공원', '카멜리아힐', '마라도', '성읍민속마을', '우도', '아쿠아플라넷제주']","[19, 602, 10, 53, 58, 2, 29]",1.8571428571428568,2.4285714285714284,1.5714285714285714,1.4285714285714286,2.857142857142857,0.7142857142857143,2.2857142857142856,0.1428571428571428,3,7
28,29,[아시아나 조기예약_아스타호텔]특가대표제주 3일 화순곶자왈/서커스/석예원 등 알찬일정,"['애월한담해안산책로', '카멜리아힐', '수목원테마공원', '성읍민속마을', '섭지코지']","[19, 10, 602, 58, 9]",2.0,2.8,1.6,1.2,2.8,0.6,2.2,0.2,4,5
29,30,"[가족/효도여행 추천]마레보리조트 석식BBQ포함_제주미식회 노팁/노옵션 3일 그랑블루요트/에코랜드/황금족욕 <해물탕, 컨벤션뷔페, 흑돼지바베큐, 민트레스토랑(별미탕면or대하리조또>","['어승생', '그랑블루요트투어', '성읍민속마을', '월정리해변']","[125, 347, 58, 13]",2.25,3.0,1.75,1.75,2.0,1.0,3.0,0.25,8,4
30,31,[메종글래드호텔 ※선착순 디럭스룸 업그레이드+부메랑튜브※] 탐나는 제주 3일 <전일정식사+마라도+차귀도 잠수함+우도>,"['우도잠수함', '카멜리아힐', '마라도', '성읍민속마을', '우도', '아쿠아플라넷제주']","[118, 10, 53, 58, 2, 29]",2.0,2.1666666666666665,1.6666666666666667,1.6666666666666667,2.333333333333333,1.0,2.6666666666666665,0.1666666666666666,3,6
31,32,"[특급 메종글래드호텔_아시아나항공 조기예약] 특가대표 제주3일 [아쿠아플라넷,화순곶자왈,석예원족욕 등 알찬일정]","['애월한담해안산책로', '수목원테마공원', '카멜리아힐', '성읍민속마을', '아쿠아플라넷제주', '섭지코지']","[19, 602, 10, 58, 29, 9]",1.6666666666666667,2.333333333333333,1.5,1.3333333333333333,2.833333333333333,0.6666666666666666,2.1666666666666665,0.1666666666666666,3,6
32,33,[3일차 석식 전복죽 특전] 제주를 반하다 관광호텔 2박3일 화순곶자왈+서커스월드+아쿠아플라넷+전복죽1회석식제공,"['수월봉', '애월한담해안산책로', '수목원테마공원', '카멜리아힐', '성읍민속마을', '아쿠아플라넷제주']","[90, 19, 602, 10, 58, 29]",1.6666666666666667,2.333333333333333,1.5,1.5,2.5,0.6666666666666666,2.1666666666666665,0.3333333333333333,3,6
33,34,[※3일차 석식-전복죽 특전 제공※]제주 노팁/노옵션 3일_관광호텔 <산방산유람선+화순곶자왈+서커스+아쿠아플라넷+오션아레나>,"['수월봉', '애월한담해안산책로', '카멜리아힐', '수목원테마공원', '산방산', '성읍민속마을', '아쿠아플라넷제주']","[90, 19, 10, 602, 60, 58, 29]",1.7142857142857142,2.4285714285714284,1.5714285714285714,1.2857142857142858,2.4285714285714284,0.5714285714285714,2.2857142857142856,0.4285714285714285,3,7
34,35,[※가이드경비포함/마라도+우도※] 도도한 제주3일_관광호텔 <마라도+우도+아쿠아플라넷+한방족욕>,"['수월봉', '애월한담해안산책로', '카멜리아힐', '마라도', '성읍민속마을', '아쿠아플라넷제주']","[90, 19, 10, 53, 58, 29]",1.8333333333333333,2.333333333333333,1.6666666666666667,1.6666666666666667,2.5,0.5,2.6666666666666665,0.3333333333333333,3,6
35,36,[※노팁/노옵션※ 마라도+아쿠아플라넷] 관광호텔 2박3일 합리적인 노팁/노옵션에 마라도 포함된 특가상품!!,"['수월봉', '애월한담해안산책로', '카멜리아힐', '수목원테마공원', '마라도', '성읍민속마을', '아쿠아플라넷제주']","[90, 19, 10, 602, 53, 58, 29]",1.8571428571428568,2.4285714285714284,1.5714285714285714,1.5714285714285714,2.571428571428572,0.7142857142857143,2.2857142857142856,0.2857142857142857,3,7
36,37,[※추석연휴 항공좌석확보※]제주를 반하다 3일_로베로호텔 <수목원테마파크+서커스월드+석예원족욕+아쿠아플라넷>,"['수목원테마공원', '카멜리아힐', '산방산', '성읍민속마을', '아쿠아플라넷제주', '애월한담해안산책로']","[602, 10, 60, 58, 29, 19]",1.5,2.333333333333333,1.3333333333333333,1.1666666666666667,2.6666666666666665,0.6666666666666666,2.1666666666666665,0.3333333333333333,3,6
37,38,[해안을 벗삼은 그라벨호텔] 제주를 반하다 2박3일 <아쿠아플라넷+한방족욕+서커스+곶자왈>,"['애월한담해안산책로', '카멜리아힐', '수목원테마공원', '산방산', '성읍민속마을', '아쿠아플라넷제주']","[19, 10, 602, 60, 58, 29]",1.5,2.333333333333333,1.3333333333333333,1.1666666666666667,2.6666666666666665,0.6666666666666666,2.1666666666666665,0.3333333333333333,3,6
38,39,"[노팁노옵션 PERFECT 마라도투어] 베스트웨스턴호텔 3일-3인1실기준 최남단마라도,아쿠아플라넷, 족욕, 노팁, 노옵션","['수월봉', '카멜리아힐', '마라도', '수목원테마공원', '제주승마공원', '성읍민속마을', '아쿠아플라넷제주']","[90, 10, 53, 602, 202, 58, 29]",1.8571428571428568,2.4285714285714284,1.7142857142857142,1.4285714285714286,2.2857142857142856,1.1428571428571428,2.2857142857142856,0.2857142857142857,3,7
39,40,★이스타 연합★ 제주도 2박 3일 초특가 패키지! 카멜리아힐+ 아프리카 박물관+ 유리의 성+ 에코랜드+ 휘닉스 아일랜드,"['카멜리아힐', '석부작박물관', '송악산', '성읍민속마을']","[10, 420, 65, 58]",1.5,2.25,1.75,0.75,2.0,0.25,2.25,1.25,10,4
40,41,싱싱싱의 3박 4일 제주,"['제주러브랜드[휴업중]', '애월한담해안산책로', '오설록티뮤지엄', '제주유리의성', '천지연폭포', '쇠소깍', '섭지코지', '섭지코지', '메이즈랜드', '이호테우해수욕장']","[80, 19, 22, 78, 5, 15, 9, 9, 30, 223]",1.9,2.1,1.5,1.2,1.8,1.2,2.2,0.3,3,10
41,42,43만원으로 남친이랑 제주도서쪽 2박3일 먹방 여행♡ㅡ3번째여행기ㅡ,"['성이시돌목장', '애월해안도로', '산방산', '용머리해안', '사계해안도로', '송악산']","[174, 59, 60, 24, 419, 65]",2.333333333333333,3.0,1.6666666666666667,1.0,2.0,0.3333333333333333,2.5,0.3333333333333333,4,6
42,43,한국에도 이런 곳이? 몰디브 뺨치는 해외 같은 바다,"['세화해변', '협재해수욕장', '사계해변']","[45, 8, 205]",2.6666666666666665,3.0,1.3333333333333333,3.0,2.6666666666666665,1.3333333333333333,3.0,0.0,5,3
43,44,뚝의 제주 2박 3일,"['이호테우해수욕장', '곽지해수욕장', '오설록티뮤지엄', '카멜리아힐', '우도', '우도', '검멀레해변', '하고수동해변', '월정리해안도로', '월정리해변']","[223, 31, 22, 10, 2, 2, 134, 310, 707, 13]",2.5,2.7,1.7,2.1,2.4,1.2,2.5,0.0,5,10
44,45,약빤여행 국내편 : 제주도 짧은 여행,"['오설록티뮤지엄', '이니스프리제주하우스', '카멜리아힐', '방주교회', '이호테우해수욕장']","[22, 179, 10, 75, 223]",1.6,1.4,1.0,1.4,1.6,1.4,2.0,0.2,9,5
45,46,제주도 3박 4일 뚜벅이 여행,"['에코랜드테마파크', '월정리해변', '협재해수욕장', '우도', '검멀레해변', '우도', '성산일출봉', '중문색달해변', '오설록티뮤지엄', '이니스프리제주하우스', '협재해수욕장']","[18, 13, 8, 2, 134, 2, 3, 573, 22, 179, 8]",2.363636363636364,2.636363636363636,1.7272727272727273,1.6363636363636365,2.1818181818181817,1.0,2.8181818181818183,0.1818181818181818,8,11
46,47,나홀로 제주도 버스여행 3박 4일,"['사려니숲길', '산굼부리', '거문오름', '제주세계자연유산센터', '광치기해변', '성산일출봉', '성산일출봉', '비자림', '만장굴', '애월한담해안산책로', '협재해수욕장', '월령선인장군락지', '환상숲곶자왈공원', '오설록티뮤지엄', '이니스프리제주하우스']","[1, 21, 11, 257, 52, 3, 3, 4, 6, 19, 8, 98, 67, 22, 179]",2.333333333333333,2.4,1.7333333333333334,1.0666666666666669,2.333333333333333,0.6,2.6,0.6,0,15
47,48,빈수르가 보내주는 제주도 2박3일~^^,"['이중섭거리', '광치기해변', '용눈이오름', '월정리해변', '김녕성세기해변', '김녕금속공예벽화마을', '비자림', '신창풍차해안도로', '조함해안도로']","[61, 52, 26, 13, 25, 211, 4, 165, 586]",1.8888888888888888,2.888888888888889,1.4444444444444444,2.0,2.555555555555556,0.7777777777777778,2.888888888888889,0.7777777777777778,8,9
48,49,"[한국/제주] 평생 볼 수국, 해바라기 다 보고 온 탐라국 꽃여행","['항파두리항몽유적지', '월령선인장군락지', '신창풍차해안도로', '오설록티뮤지엄', '보롬왓', '사려니숲길', '김경숙해바라기농장', '종달리해안도로', '종달리수국길', '보롬왓', '사계해안도로', '현사포구', '화순금모래해수욕장', '논짓물', '산방산탄산온천', '산방산탄산온천']","[123, 98, 165, 22, 40, 1, 46, 317, 229, 40, 419, 796, 280, 314, 38, 38]",2.0,2.5,1.125,1.5625,1.875,0.8125,2.375,0.1875,1,16
49,50,우도필수코스총정리!!! ㅡ두번째여행기ㅡ,"['사려니숲길', '우도', '검멀레해변', '비양도', '하고수동해변', '만장굴', '제주러브랜드[휴업중]']","[1, 2, 134, 94, 310, 6, 80]",2.4285714285714284,2.2857142857142856,1.8571428571428568,1.5714285714285714,2.2857142857142856,1.1428571428571428,2.4285714285714284,0.1428571428571428,4,7
50,51,한여름의 4박5일 제주도 뚜벅이,"['애월한담해안산책로', '곽지해수욕장', '오설록티뮤지엄', '카멜리아힐', '테디베어뮤지엄제주', '검멀레해변', '비양도', '하고수동해변', '우도', '협재해수욕장', '월정리해변', '김녕성세기해변']","[19, 31, 22, 10, 153, 134, 94, 310, 2, 8, 13, 25]",2.1666666666666665,2.5,1.6666666666666667,2.083333333333333,2.4166666666666665,1.25,2.6666666666666665,0.1666666666666666,5,12
51,52,비 오는 날의 제주 힐링,"['북촌돌하르방미술관', '제주도립김창열미술관', '유민미술관', '바당미술관', '본태박물관', '아라리오뮤지엄탑동시네마']","[143, 273, 253, 589, 108, 446]",0.3333333333333333,0.5,0.8333333333333334,1.0,1.0,0.5,2.333333333333333,2.0,2,6
52,53,초보운전자도 떠나는 첫번째 제주도 동쪽여행기 !!!ㅡ첫번째여행기ㅡ,"['김녕성세기해변', '월정리해변', '만장굴', '월정리해변', '성산일출봉', '우도', '답다니탑망대', '하고수동해변', '검멀레해변']","[25, 13, 6, 13, 3, 2, 590, 310, 134]",2.6666666666666665,2.888888888888889,1.6666666666666667,2.2222222222222223,2.333333333333333,1.0,3.0,0.2222222222222222,5,9
53,54,겨울 제주도의 일곱 빛깔 매력,"['휴애리자연생활공원', '제주절물자연휴양림', '유민미술관', '카멜리아힐', '산방산탄산온천']","[41, 32, 253, 10, 38]",1.4,1.8,0.8,1.2,1.6,0.8,2.6,0.6,9,5
54,55,반쪽과 함께하는 2박3일 제주도,"['브릭캠퍼스', '오설록티뮤지엄', '이니스프리제주하우스', '신화테마파크', '사려니숲길', '에코랜드테마파크']","[113, 22, 179, 104, 1, 18]",1.1666666666666667,1.1666666666666667,1.0,1.0,1.5,1.8333333333333333,2.1666666666666665,0.0,9,6
55,56,4박5일 제주도 여행 총정리!!,"['김경숙해바라기농장', '사려니숲길', '애월해안도로', '우도', '검멀레해변', '우도', '만장굴', '성산일출봉', '섭지코지', '주상절리대', '차귀도요트', '천지연폭포', '새연교', '이중섭거리', '정방폭포', '제주레일바이크', '용두암']","[46, 1, 59, 2, 134, 2, 6, 3, 9, 16, 452, 5, 76, 61, 17, 50, 37]",2.411764705882353,2.764705882352941,1.7647058823529411,1.5294117647058822,1.8823529411764703,0.8235294117647058,2.588235294117647,0.3529411764705882,4,17
56,57,더 더워지기 전에 오르면 좋을 제주 오름 7,"['따라비오름', '거문오름', '새별오름', '용눈이오름', '물영아리오름', '백약이오름', '민오름']","[157, 11, 7, 26, 139, 48, 428]",2.857142857142857,2.857142857142857,2.0,0.2857142857142857,2.142857142857143,0.1428571428571428,2.4285714285714284,1.0,7,7
57,58,2박 3일 제주에서의 48시간!,"['서귀포항', '서귀포항', '서귀포항', '성산일출봉', '성산일출봉', '섭지코지', '비자림', '서귀포항', '서귀포항', '송악카트체험장', '점보빌리지', '오설록티뮤지엄', '이니스프리제주하우스']","[338, 338, 338, 3, 3, 9, 4, 338, 338, 470, 233, 22, 179]",1.4615384615384617,2.4615384615384617,1.5384615384615383,1.3076923076923077,2.230769230769231,0.6153846153846154,1.6923076923076923,0.1538461538461538,1,13
58,59,서른에 찾아온 사춘기와 함께 떠나는 3박 4일 제주도 여행,"['용두암', '용눈이오름', '광치기해변', '성산일출봉', '김영갑갤러리두모악', '도순다원', '성이시돌목장', '산방산수국', '안덕계곡', '1100고지', '붉은오름', '오설록티뮤지엄', '송악산', '모슬포항', '광치기해변', '월정리해변', '사려니숲길']","[37, 26, 52, 3, 145, 131, 174, 647, 79, 105, 389, 22, 65, 187, 52, 13, 1]",2.294117647058824,2.647058823529412,1.588235294117647,1.2352941176470589,2.0588235294117645,0.3529411764705882,2.4705882352941178,0.5882352941176471,0,17
59,60,여름 제주도 여행의 정석!! ㅡ4번째여행기ㅡ,"['중문색달해변', '정방폭포', '협재해수욕장', '월정리해변', '타보카월정리투명카약', '김녕성세기해변']","[573, 17, 8, 13, 382, 25]",2.5,3.0,1.6666666666666667,2.5,2.0,1.3333333333333333,3.0,0.1666666666666666,5,6
60,61,[제주도 2박 3일] 21만원으로 떠나는 제주도 뚜벅이 여행,"['협재해수욕장', '성산일출봉', '우도', '섭지코지', '광치기해변', '월정리해변']","[8, 3, 2, 9, 52, 13]",2.6666666666666665,3.0,2.1666666666666665,1.8333333333333333,2.5,0.5,3.0,0.3333333333333333,8,6
61,62,5월 제주도 먹방 & 감성여행??,"['월정리해변', '김녕해안도로', '우도', '비양도', '하고수동해변', '검멀레해변', '지미봉', '광치기해변', '용담/용두암해안도로']","[13, 554, 2, 94, 310, 134, 219, 52, 244]",2.7777777777777777,3.0,1.8888888888888888,1.8888888888888888,2.333333333333333,0.6666666666666666,2.888888888888889,0.2222222222222222,8,9
62,63,첫 제주도 여행이라면 시작은 이렇게!,"['이호테우해수욕장', '낙천리아홉굿의자마을', '소인국테마파크', '카멜리아힐', '용머리해안', '이중섭거리', '김영갑갤러리두모악', '선녀와나무꾼', '엉또폭포', '테디베어뮤지엄제주', '쇠소깍', '비자림']","[223, 295, 66, 10, 24, 61, 145, 83, 184, 153, 15, 4]",1.5,1.75,1.5833333333333333,1.0833333333333333,1.6666666666666667,1.0,2.583333333333333,1.0,10,12
63,64,40만원으로 겨울 제주도 먹방 힐링여행??????,"['새별오름', '이니스프리제주하우스', '오설록티뮤지엄', '천왕사', '사려니숲길', '이호테우해수욕장', '항파두리항몽유적지', '애월해안도로']","[7, 179, 22, 258, 1, 223, 123, 59]",1.875,2.125,1.0,1.375,1.5,0.875,2.0,0.75,1,8
64,65,잘보고잘먹고잘자는 제주가족여행,"['한림공원', '협재해수욕장', '산방산', '마라도', '오설록티뮤지엄', '피규어뮤지엄제주', '해녀의태왁', '제주우리병원', '용두암']","[28, 8, 60, 53, 22, 240, 578, 960, 37]",1.6666666666666667,1.7777777777777777,1.3333333333333333,1.3333333333333333,1.5555555555555556,1.0,2.2222222222222223,0.2222222222222222,9,9
65,66,[부산→제주] 2박 3일 힐링여행♬,"['넥슨컴퓨터박물관', '애월해안도로', '곽지해수욕장', '협재해수욕장', '쇠소깍', '1100고지', '월정리해변', '월정리해안도로', '김녕성세기해변', '제주추사관']","[142, 59, 31, 8, 15, 105, 13, 707, 25, 275]",1.6,2.4,1.6,1.9,1.9,1.3,2.7,0.6,3,10
66,67,겨울에 동생과 떠난 제주 뚜벅이 여행기,"['정방폭포', '이중섭거리', '위미리동백나무군락', '해녀박물관', '다랑쉬오름', '광치기해변', '용눈이오름', '평대리해변', '탑동해변공연장', '용두암']","[17, 61, 92, 111, 72, 52, 26, 354, 377, 37]",2.0,2.6,1.4,1.5,1.9,0.5,2.6,1.1,0,10
67,68,절친들과 3일동안 제주도 한바퀴 돌기,"['아날로그감귤밭', '곽지해수욕장', '위미리동백나무군락', '광치기해변', '월정리해변']","[91, 31, 92, 52, 13]",2.2,3.0,1.4,2.2,2.2,1.4,3.0,0.2,5,5
68,69,2017 제주 힐링 여행,"['남원큰엉해변', '모슬포항', '가파초등학교마라분교장', '제주올레16코스']","[270, 187, 824, 380]",1.5,2.25,0.75,1.75,1.75,0.25,2.5,0.25,1,4
69,70,"35만원으로 남친이랑 유채꽃,먹방,힐링 제주도 여행기","['여미지식물원', '산방산', '협재해수욕장', '사려니숲길', '에코랜드테마파크']","[112, 60, 8, 1, 18]",2.0,2.8,1.4,1.2,2.4,1.0,2.4,0.2,4,5
70,71,제주도 힐링여행,"['이중섭거리', '비자림', '성산일출봉', '섭지코지', '사려니숲길']","[61, 4, 3, 9, 1]",2.0,2.6,2.2,0.8,2.8,0.4,2.4,0.6,7,5
71,72,2박 3일 제주도 여행,"['이호테우해수욕장', '사려니숲길', '애월하물', '검멀레해변', '우도', '하고수동해변', '쇠소깍']","[223, 1, 575, 134, 2, 310, 15]",2.4285714285714284,2.857142857142857,1.8571428571428568,1.7142857142857142,1.7142857142857142,1.5714285714285714,2.4285714285714284,0.0,6,7
72,73,우도가면 꼭 해봐야할 필수코스??,"['우도', '우도', '지미봉', '비양도']","[2, 2, 219, 94]",3.0,3.0,3.0,0.75,3.0,0.25,3.0,0.25,7,4
73,74,7~8월 제주도 여름휴가 2박3일 여행코스 추천 ??,"['협재해수욕장', '오설록티뮤지엄', '산방산', '중문색달해변', '여미지식물원', '천지연폭포']","[8, 22, 60, 573, 112, 5]",2.333333333333333,2.6666666666666665,1.1666666666666667,1.1666666666666667,1.8333333333333333,0.6666666666666666,2.1666666666666665,0.3333333333333333,1,6
