,alltag,contentsid,title,address,roadaddress,tag,introduction,latitude,longitude,postcode,phoneno,contentscd.value,contentscd.label,contentscd.refId,region1cd.value,region1cd.label,region1cd.refId,region2cd.value,region2cd.label,region2cd.refId,repPhoto.descseo,repPhoto.photoid.photoid,repPhoto.photoid.imgpath,repPhoto.photoid.thumbnailpath,인기점수
3600,"부모,커플,혼자,친구,맑음,오름,세계자연유산,자연경관,도보여행,도보,언택트,유네스코,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,아주 어려움,UNESCO 세계자연유산,UNESCO 세계지질공원",CONT_000000000500034,거문오름(UNESCO 세계자연유산),제주특별자치도 제주시 조천읍 선흘리 478,제주특별자치도 제주시 조천읍 선교로 569-36,"부모,커플,혼자,친구,맑음,오름,세계자연유산,자연경관,도보여행,도보,언택트,유네스코",대한민국 유일의 세계자연유산 거문오름,33.45307315049369,126.72350785986328,,064-710-8981,c1,관광지,contentscd>c1,region1,제주시,region>region1,15.0,조천,region1>15,Geomun Oreum Volcanic cone (UNESCO World Natural Heritage ),17042.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/e05943ea-8718-4891-bfdb-22ebf6008788.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/75e5bd68-97f9-471d-be28-88ecda738b30.jpg,378617.0
4254,"해수욕장,액티비티,아이,맑음,여름,공용주차장,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설,단차없음,장애인 화장실,장애인 전용 주차장,어려움,실외,1~2시간",CONT_000000000500693,함덕해수욕장,제주특별자치도 제주시 조천읍 함덕리 1008-1,제주특별자치도 제주시 조천읍 조함해안로 519-10,"해수욕장,액티비티,아이,맑음,여름,자연경관,체험,레저/체험,해변,물놀이,어린이,수상레저",에매랄드처럼 빛나는 '한국의 몰디브',33.54379,126.668846,63333,064-728-3989,c1,관광지,contentscd>c1,region1,제주시,region>region1,15.0,조천,region1>15,함덕해수욕장,2019022561221.0,https://api.cdn.visitjeju.net/photomng/imgpath/201908/29/6fa8ac92-91b1-4314-a05e-0c962f9ab2f8.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/29/eebc954b-bfb0-4dda-a593-45427c1e6711.jpg,355426.0
4192,"해변,경관/포토,커플,여름,공용주차장,화장실,편의점,음료대,유도 및 안내시설,아주 어려움",CONT_000000000500496,월정리해변,제주특별자치도 제주시 구좌읍 월정리 33,제주특별자치도 제주시 구좌읍 월정리 33-3,"해변,경관/포토,커플,여름,자연경관,포토스팟",'달이 머물다 가는’ 제주도의 아름다운 해변,33.555809408904416,126.79662397696836,63358,064-728-3394,c1,관광지,contentscd>c1,region1,제주시,region>region1,16.0,구좌,region1>16,Woljeong-ri Beach,19274.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/ec362343-4c4b-4da2-905d-1d4be8b26d44.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/d218b9b6-a3d2-4f64-8f93-fafcb4f9278b.jpg,326328.0
4268,"산,걷기/등산,경관/포토,친구,사계절,자연경관,포토스팟,한라산,언택트,단풍,유네스코,공용주차장,화장실,편의점,음료대,저상버스 접근 가능,장애인 화장실,장애인 전용 주차장,아주 어려움,UNESCO 생물권보전지역,UNESCO 세계자연유산,UNESCO 세계지질공원",CONT_000000000500685,한라산국립공원,제주특별자치도 제주시 1100로 2070-61,제주특별자치도 제주시 1100로 2070-61,"산,걷기/등산,경관/포토,친구,사계절,자연경관,포토스팟,한라산,언택트,단풍,유네스코","한반도 3대 영산 중 하나, 유네스코가 지정한 
· 세계생물권보존지역
· 세계자연유산
· 세계지질공원",33.36132,126.54195,,064-713-9950,c1,관광지,contentscd>c1,region1,제주시,region>region1,11.0,제주시내,region1>11,Hallasan Mountain,20255.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/661b71dc-cdec-4eee-8ad4-240285460226.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/e9cb50d3-bb50-4f68-b6ae-05887ec8715d.jpg,301297.0
3905,"계곡,휴식/힐링,액티비티,커플,맑음,여름,자연경관,체험,레저/체험,수상레저,어트랙션,물놀이,공용주차장,화장실,편의점,음료대,유도 및 안내시설,아주 어려움,UNESCO 생물권보전지역,실외,체험",CONT_000000000500384,쇠소깍,제주특별자치도 서귀포시 하효동 995,제주특별자치도 서귀포시 쇠소깍로 128,"계곡,휴식/힐링,액티비티,커플,맑음,여름,자연경관,체험,레저/체험,수상레저,어트랙션,물놀이",제주 올레 5코스의 끝이자 6코스의 시작인 바닷물과 민물이 만나는 비밀스런 계곡,33.2522055,126.6231188,63600,064-732-1562,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,21.0,서귀포시내,region2>21,쇠소깍,2019022584386.0,https://api.cdn.visitjeju.net/photomng/imgpath/202110/25/fdb6ffc6-f7b2-4d00-81aa-dd7f26bb2081.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/25/c725ba8d-6837-4d07-904a-0df9f56b1ff5.JPG,274980.0
4253,"해변,경관/포토,친구,커플,맑음,공용주차장,현금결제,카드결제,편의점,음료대,유도 및 안내시설,경보 및 피난시설,장애인 화장실,장애인 전용 주차장,어려움,실외,중,공연/전시,기타,전망 관람,1시간 미만",CNTS_000000000020476,주상절리대(중문대포해안),제주특별자치도 서귀포시 중문동 2768-1,제주특별자치도 서귀포시 이어도로 36-30,"해변,경관/포토,친구,커플,맑음,자연경관,포토스팟,유네스코",자연의 신비가 주는 웅장함에 압도되다,33.23834,126.42586,63547,064-738-1521,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,24.0,중문,region2>24,주상절리대(중문대포해안),2019022585522.0,https://api.cdn.visitjeju.net/photomng/imgpath/202110/28/90f5c4dd-e3f7-4445-b1b4-eb9ddb307bcd.JPG,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/28/d8d6b8d3-af3c-40a5-b6c6-aba30415b243.JPG,270792.0
3907,"폭포,경관/포토,커플,여름,자연경관,포토스팟,공용주차장,현금결제,카드결제,화장실,편의점,음료대,유도 및 안내시설,경보 및 피난시설,아주 어려움,실외,상,포토스팟,기타,전망 관람,1시간 미만",CONT_000000000500531,정방폭포,제주특별자치도 서귀포시 동홍동 278,제주특별자치도 서귀포시 칠십리로214번길 37,"폭포,경관/포토,커플,여름,자연경관,포토스팟","높은곳에서 바다로 떨어지는 물줄기의 시원함
· 명승 제43호
· 올레6코스",33.244854,126.5718,63599,064-733-1530,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,21.0,서귀포시내,region2>21,정방폭포,2019022584638.0,https://api.cdn.visitjeju.net/photomng/imgpath/202110/26/b77e1b21-7e4c-407f-9fa7-6d0a08ab250f.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/26/9247b36c-c3fe-4201-884f-a32947dd7488.jpg,234780.0
4150,"테마공원,아이,맑음,봄,가을,겨울,실내관광지,어린이,어트랙션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,임산부 휴게시설,시각장애인 접근성,장애인 화장실,장애인 전용 주차장,수동 휠체어 대여 가능,아주 어려움,실외,상,체험,포토스팟,공연/전시,기타,1~2시간",CONT_000000000500438,에코랜드 테마파크,제주특별자치도 제주시 조천읍 대흘리 1221-1,제주특별자치도 제주시 조천읍 번영로 1278-169,"테마공원,아이,맑음,봄,가을,겨울,실내관광지,어린이,어트랙션","기차를 타고 감상하는 곶자왈, 원시림 테마공원",33.4555296,126.6681873,,064-802-8000,c1,관광지,contentscd>c1,region1,제주시,region>region1,15.0,조천,region1>15,에코랜드 테마파크,2019022583654.0,https://api.cdn.visitjeju.net/photomng/imgpath/202110/21/ccba6a29-76b5-476c-b855-0473deb03e0e.png,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/21/40916b0e-7ce7-4c3f-8ad1-59aeef46d4c6.png,229587.0
3426,"해변,걷기/등산,친구,맑음,유채꽃",CNTS_000000000020159,애월한담해안산책로,제주특별자치도 제주시 애월읍 곽지리 1359,제주특별자치도 제주시 애월읍 곽지리 1359,"해변,걷기/등산,친구,맑음,유채꽃,자연경관,봄꽃",해안선을 따라 걷는 구불구불 해안길.,33.45906,126.3106,,,c1,관광지,contentscd>c1,region1,제주시,region>region1,12.0,애월,region1>12,Aewol Handam Coastal Trail,7691.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0de42691-8c5a-43e8-9f0e-ca0115322bca.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/f1bd503b-f934-47b5-8e0c-63f282240843.jpg,221208.0
4012,"폭포,경관/포토,커플,아이,맑음,여름,공용주차장,현금결제,카드결제,화장실,장애인 화장실,장애인 전용 주차장,어려움,실외",CNTS_000000000019331,천제연폭포,제주특별자치도 서귀포시 중문동 2232,제주특별자치도 서귀포시 천제연로 132(중문동),"폭포,경관/포토,커플,아이,맑음,여름,포토스팟,어린이,봄꽃,벚꽃","칠선녀가 목욕을 하다 간다는 전설이 있는 폭포
· 서귀포시 중문동
· 천연기념물 제378호
· 올레8코스",33.25099,126.41689,,064-760-6331,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,24.0,중문,region2>24,천제연폭포,2019022584901.0,https://api.cdn.visitjeju.net/photomng/imgpath/202110/26/1e88b507-377d-49b0-9d26-9aa7fc1004ed.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/26/70a2e08c-24d9-4dbd-8898-b1cb6ea7933c.jpg,220562.0
4269,"오름,걷기/등산,친구,맑음,가을,우수관광사업체,공용주차장,현금결제,카드결제,화장실,편의점,음료대,단독접근가능,단차없음,장애인 화장실,장애인 전용 주차장,수동 휠체어 대여 가능,어려움,우수관광사업체,실외,상,등산,산책로, 등산로,1~2시간",CONT_000000000500283,산굼부리,제주특별자치도 제주시 조천읍 교래리 342-2,제주특별자치도 제주시 조천읍 비자림로 768,"오름,걷기/등산,친구,맑음,가을,우수관광사업체,자연경관,억새","사계절마다 다른풍경의 '분화구 식물원', 국가지정 문화재 천연기념물 263호",33.4316207,126.6900058,,064-783-9900,c1,관광지,contentscd>c1,region1,제주시,region>region1,15.0,조천,region1>15,Sangumburi Crater,18173.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/c44bb372-4717-4e89-ad89-2c5dba285168.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/a7b4a973-40e9-44e6-87d9-46a4c4f3b367.jpg,218812.0
3888,"테마공원,커플,친구,부모,아이,혼자,맑음,휴식/힐링,녹차,실내관광지,어트랙션,공용주차장,현금결제,카드결제,화장실,무료 WIFI,편의점,음료대,유도 및 안내시설,경보 및 피난시설,엘리베이터,단독접근가능,단차없음,시각장애인 접근성,장애인 화장실,승강기,장애인 전용 주차장,수동 휠체어 대여 가능,어려움,실외,중,포토스팟,1시간 미만",CONT_000000000500457,오설록티뮤지엄,제주특별자치도 서귀포시 안덕면 서광리 1235-1,제주특별자치도 서귀포시 안덕면 신화역사로 15,"테마공원,커플,친구,부모,아이,혼자,맑음,휴식/힐링,녹차,실내관광지,어트랙션","제주녹차문화의 중심, 차박물관과 카페테리아, 2016 KOREAT JEJU TOP 30 선정",33.3063942,126.2905203,,064-794-5312,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,23.0,안덕,region2>23,오설록티뮤지엄,2019022559246.0,https://api.cdn.visitjeju.net/photomng/imgpath/201908/06/c3b686e5-4d17-46f4-9e96-1de49d6af809.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201908/06/ace38f9a-36db-491f-9ef6-4978d60e3da4.jpg,204211.0
4131,"해변,경관/포토,액티비티,친구,커플,맑음,여름",CNTS_000000000018383,황우지해안,제주특별자치도 서귀포시 서홍동 766-1,제주특별자치도 서귀포시 서홍동 766-1,"해변,경관/포토,액티비티,친구,커플,맑음,여름,자연경관,체험,레저/체험,포토스팟,수상레저,어트랙션",선녀가 물놀이 했다는 전설이 있는 자연형성 풀장,33.241566,126.54981,,064-760-4601,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,21.0,서귀포시내,region2>21,Hwanguji Coast,2472.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/0071520b-9cd5-4f07-8a83-4612ac077975.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/26238495-a107-4236-9ec9-279cda7120a4.jpg,202611.0
4107,"해변,휴식/힐링,부모,커플,맑음,봄,공용주차장,화장실,유도 및 안내시설,장애인 화장실,장애인 전용 주차장,아주 어려움,UNESCO 세계지질공원",CONT_000000000500471,용머리해안,제주특별자치도 서귀포시 안덕면 사계리,제주특별자치도 서귀포시 안덕면 사계리,"해변,휴식/힐링,부모,커플,맑음,봄,자연경관,유네스코","시간이 보여주는 위대함 속으로
· 천연기념물 제526호
· 올레10코스",33.2334272,126.313741,63528,064-794-2940,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,23.0,안덕,region2>23,Yongmeori Beach,19158.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/60805d7f-b139-48e1-9174-03c688d7ba31.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/5e8a2789-4812-418b-a542-ee68632f8565.jpg,195279.0
3750,"해수욕장,액티비티,아이,맑음,여름,공용주차장,화장실,흡연구역,편의점,음료대,유도 및 안내시설,아주 어려움",CONT_000000000500083,김녕해수욕장,제주특별자치도 제주시 구좌읍 김녕리 4330,제주특별자치도 제주시 구좌읍 구좌해안로 237,"해수욕장,액티비티,아이,맑음,여름,자연경관,체험,레저/체험,해변,물놀이,어린이,수상레저",너럭바위 위에 생긴 김녕해수욕장,33.557926,126.75998,63348,064-728-3987,c1,관광지,contentscd>c1,region1,제주시,region>region1,16.0,구좌,region1>16,Gimnyeong Seonsegi Beach,17248.0,https://api.cdn.visitjeju.net/photomng/imgpath/201804/30/a2c0bcf1-f5fa-4d5b-83c4-64b52e0f196b.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/201804/30/ed045041-3685-4d5f-87e2-107a3c0ca225.jpg,185541.0
3893,"일출,밤,오름,걷기/등산,친구,가을",CONT_000000000500466,용눈이오름,제주특별자치도 제주시 구좌읍 종달논길,제주특별자치도 제주시 구좌읍 종달논길,"일출,밤,오름,걷기/등산,친구,가을,자연경관,도보여행,도보","능선의 아름다움을 뽐내는 오름, 김영갑 작가가 사랑한 오름",33.45993,126.831635,,,c1,관광지,contentscd>c1,region1,제주시,region>region1,16.0,구좌,region1>16,용눈이오름,2019022583687.0,https://api.cdn.visitjeju.net/photomng/imgpath/202110/21/05e48ec9-c59b-4a4e-90bc-4a540e6d0700.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/21/0d54e8b8-0c7e-44b0-9a62-fb77a847f132.jpg,182848.0
4003,"부모,커플,혼자,친구,경관/포토,오름,사계절,실외,3시간 이상",CNTS_000000000019973,한라산영실코스,제주특별자치도 서귀포시 하원동 산 1-1,제주특별자치도 서귀포시 영실로 246,"부모,커플,혼자,친구,경관/포토,오름,사계절,자연경관,체험,포토스팟,한라산,언택트,어트랙션,단풍","가장 짧지만 가장 아름다운, 한라산 등산코스",33.3402,126.47921,63554,064-747-9950,c1,관광지,contentscd>c1,region2,서귀포시,region>region2,21.0,서귀포시내,region2>21,한라산영실코스,2019022584603.0,https://api.cdn.visitjeju.net/photomng/imgpath/202110/26/616ce943-7b6c-45c9-afdd-3958fda0530d.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202110/26/eaf38b55-60a6-4b5a-af34-994a413137ec.jpg,168191.0
4171,"휴식/힐링,테마공원,아이,맑음,봄,우수관광사업체,동굴,어린이,매화,수국,안전여행스탬프,공용주차장,현금결제,카드결제,화장실,무료 WIFI,흡연구역,편의점,음료대,유도 및 안내시설,단독접근가능,단차없음,장애인 화장실,장애인 전용 주차장,어려움,우수관광사업체,실내+실외,하,포토스팟,기타,1~2시간",CONT_000000000500690,한림공원,제주특별자치도 제주시 한림읍 협재리 2487,제주특별자치도 제주시 한림읍 한림로 300,"휴식/힐링,테마공원,아이,맑음,봄,우수관광사업체,동굴,어린이,매화,수국,안전여행스탬프",10만 평 대지 위에 펼쳐지는 환상적인 10가지 테마파크.,33.3879944,126.2397837,,064-796-0001,c1,관광지,contentscd>c1,region1,제주시,region>region1,13.0,한림,region1>13,한림공원,2019022601118.0,https://api.cdn.visitjeju.net/photomng/imgpath/202205/30/e0145d42-16eb-4055-873c-ba683a16dede.jpg,https://api.cdn.visitjeju.net/photomng/thumbnailpath/202205/30/58ce2ef7-c996-462e-aa99-eb613c01e95a.jpg,163290.0
